Sexo;Edad;Periodo;Total
Hombres;100 y más años;2049;17.145,337065
Hombres;100 y más años;2048;15.801,670955
Hombres;100 y más años;2047;14.892,638816
Hombres;100 y más años;2046;14.197,084479
Hombres;100 y más años;2045;13.090,808409
Hombres;100 y más años;2044;12.057,968425
Hombres;100 y más años;2043;10.872,206757
Hombres;100 y más años;2042;10.248,474624
Hombres;100 y más años;2041;9.955,033409
Hombres;100 y más años;2040;8.597,428632
Hombres;100 y más años;2039;8.926,465968
Hombres;100 y más años;2038;9.036,347706
Hombres;100 y más años;2037;8.850,746538
Hombres;100 y más años;2036;8.373,177834
Hombres;100 y más años;2035;7.919,823527
Hombres;100 y más años;2034;7.478,052473
Hombres;100 y más años;2033;6.953,805153
Hombres;100 y más años;2032;6.345,575831
Hombres;100 y más años;2031;5.802,447157
Hombres;100 y más años;2030;5.243,133095
Hombres;100 y más años;2029;4.781,521807
Hombres;100 y más años;2028;4.263,262723
Hombres;100 y más años;2027;3.901,929856
Hombres;100 y más años;2026;3.542,785359
Hombres;100 y más años;2025;3.253,456592
Hombres;100 y más años;2024;2.962
Mujeres;Todas las edades;2074;27.863.769,97675
Mujeres;Todas las edades;2073;27.863.845,517343
Mujeres;Todas las edades;2072;27.867.058,117441
Mujeres;Todas las edades;2071;27.873.371,307054
Mujeres;Todas las edades;2070;27.882.653,079725
Mujeres;Todas las edades;2069;27.894.708,753589
Mujeres;Todas las edades;2068;27.909.297,58391
Mujeres;Todas las edades;2067;27.926.158,531053
Mujeres;Todas las edades;2066;27.944.915,510548
Mujeres;Todas las edades;2065;27.965.273,2654
Mujeres;Todas las edades;2064;27.986.829,737734
Mujeres;Todas las edades;2063;28.009.008,634527
Mujeres;Todas las edades;2062;28.031.391,780369
Mujeres;Todas las edades;2061;28.053.477,521183
Mujeres;Todas las edades;2060;28.074.694,889121
Mujeres;Todas las edades;2059;28.094.333,80891
Mujeres;Todas las edades;2058;28.111.711,143108
Mujeres;Todas las edades;2057;28.126.111,119172
Mujeres;Todas las edades;2056;28.136.805,319585
Mujeres;Todas las edades;2055;28.143.239,096448
Mujeres;Todas las edades;2054;28.144.826,185059
Mujeres;Todas las edades;2053;28.141.103,571235
Mujeres;Todas las edades;2052;28.131.604,009524
Mujeres;Todas las edades;2051;28.115.945,974704
Mujeres;Todas las edades;2050;28.093.974,566453
Mujeres;Todas las edades;2049;28.065.618,907509
Mujeres;Todas las edades;2048;28.030.761,702647
Mujeres;Todas las edades;2047;27.989.302,065643
Mujeres;Todas las edades;2046;27.941.528,458099
Mujeres;Todas las edades;2045;27.887.777,854121
Mujeres;Todas las edades;2044;27.828.287,178156
Mujeres;Todas las edades;2043;27.763.494,074045
Mujeres;Todas las edades;2042;27.694.286,757595
Mujeres;Todas las edades;2041;27.621.289,950663
Mujeres;Todas las edades;2040;27.545.041,08096
Mujeres;Todas las edades;2039;27.465.390,822452
Mujeres;Todas las edades;2038;27.382.748,97269
Mujeres;Todas las edades;2037;27.297.645,371909
Mujeres;Todas las edades;2036;27.209.083,413334
Mujeres;Todas las edades;2035;27.115.377,223802
Mujeres;Todas las edades;2034;27.014.212,657323
Mujeres;Todas las edades;2033;26.902.360,564327
Mujeres;Todas las edades;2032;26.775.783,473982
Mujeres;Todas las edades;2031;26.629.748,0742
Mujeres;Todas las edades;2030;26.459.116,342298
Mujeres;Todas las edades;2029;26.258.827,289747
Mujeres;Todas las edades;2028;26.024.857,744857
Mujeres;Todas las edades;2027;25.755.438,51022
Mujeres;Todas las edades;2026;25.452.873,033596
Mujeres;Todas las edades;2025;25.126.272,576296
Mujeres;Todas las edades;2024;24.795.131
Mujeres;0 años;2074;197.030,84443
Mujeres;0 años;2073;196.018,394546
Mujeres;0 años;2072;194.876,743253
Mujeres;0 años;2071;193.615,173883
Mujeres;0 años;2070;192.249,212892
Mujeres;0 años;2069;190.797,782153
Mujeres;0 años;2068;189.281,116784
Mujeres;0 años;2067;187.723,738147
Mujeres;0 años;2066;186.152,413573
Mujeres;0 años;2065;184.601,53601
Mujeres;0 años;2064;183.111,945662
Mujeres;0 años;2063;181.730,339833
Mujeres;0 años;2062;180.508,409581
Mujeres;0 años;2061;179.502,226231
Mujeres;0 años;2060;178.771,28401
Mujeres;0 años;2059;178.366,78192
Mujeres;0 años;2058;178.315,020566
Mujeres;0 años;2057;178.626,398441
Mujeres;0 años;2056;179.303,927002
Mujeres;0 años;2055;180.329,875683
Mujeres;0 años;2054;181.672,993055
Mujeres;0 años;2053;183.283,111143
Mujeres;0 años;2052;185.090,892789
Mujeres;0 años;2051;187.028,23637
Mujeres;0 años;2050;189.026,217963
Mujeres;0 años;2049;191.008,295837
Mujeres;0 años;2048;192.893,903395
Mujeres;0 años;2047;194.596,376857
Mujeres;0 años;2046;196.049,163491
Mujeres;0 años;2045;197.196,913287
Mujeres;0 años;2044;197.977,686239
Mujeres;0 años;2043;198.364,016018
Mujeres;0 años;2042;198.351,130964
Mujeres;0 años;2041;197.938,321582
Mujeres;0 años;2040;197.160,5709
Mujeres;0 años;2039;196.078,44588
Mujeres;0 años;2038;193.829,566709
Mujeres;0 años;2037;191.408,656437
Mujeres;0 años;2036;188.894,879521
Mujeres;0 años;2035;186.365,120224
Mujeres;0 años;2034;183.869,34907
Mujeres;0 años;2033;181.407,715178
Mujeres;0 años;2032;178.955,778116
Mujeres;0 años;2031;176.471,815878
Mujeres;0 años;2030;173.890,900071
Mujeres;0 años;2029;171.151,396402
Mujeres;0 años;2028;168.212,631019
Mujeres;0 años;2027;165.076,10965
Mujeres;0 años;2026;161.825,529683
Mujeres;0 años;2025;158.657,798067
Mujeres;0 años;2024;156.817
Mujeres;1 año;2074;197.786,330697
Mujeres;1 año;2073;196.651,560595
Mujeres;1 año;2072;195.400,294693
Mujeres;1 año;2071;194.046,107369
Mujeres;1 año;2070;192.606,919501
Mujeres;1 año;2069;191.102,578797
Mujeres;1 año;2068;189.557,608647
Mujeres;1 año;2067;187.998,85294
Mujeres;1 año;2066;186.460,796071
Mujeres;1 año;2065;184.984,202977
Mujeres;1 año;2064;183.615,501482
Mujeres;1 año;2063;182.405,944194
Mujeres;1 año;2062;181.410,995837
Mujeres;1 año;2061;180.689,469389
Mujeres;1 año;2060;180.291,876252
Mujeres;1 año;2059;180.244,172188
Mujeres;1 año;2058;180.556,529778
Mujeres;1 año;2057;181.231,954123
Mujeres;1 año;2056;182.252,96203
Mujeres;1 año;2055;183.588,717679
Mujeres;1 año;2054;185.189,679023
Mujeres;1 año;2053;186.987,197853
Mujeres;1 año;2052;188.913,882087
Mujeres;1 año;2051;190.901,301571
Mujeres;1 año;2050;192.873,421433
Mujeres;1 año;2049;194.750,059547
Mujeres;1 año;2048;196.444,860949
Mujeres;1 año;2047;197.891,335321
Mujeres;1 año;2046;199.034,086976
Mujeres;1 año;2045;199.811,188128
Mujeres;1 año;2044;200.195,087308
Mujeres;1 año;2043;200.180,958454
Mujeres;1 año;2042;199.768,502182
Mujeres;1 año;2041;198.993,378841
Mujeres;1 año;2040;197.917,364594
Mujeres;1 año;2039;195.686,104009
Mujeres;1 año;2038;193.291,320326
Mujeres;1 año;2037;190.816,17638
Mujeres;1 año;2036;188.342,408902
Mujeres;1 año;2035;185.925,652034
Mujeres;1 año;2034;183.572,3213
Mujeres;1 año;2033;181.264,065849
Mujeres;1 año;2032;178.964,025625
Mujeres;1 año;2031;176.609,749473
Mujeres;1 año;2030;174.137,742329
Mujeres;1 año;2029;171.498,769205
Mujeres;1 año;2028;168.676,059369
Mujeres;1 año;2027;165.721,553171
Mujeres;1 año;2026;162.782,845822
Mujeres;1 año;2025;161.055,883922
Mujeres;1 año;2024;160.082
Mujeres;2 años;2074;198.446,448761
Mujeres;2 años;2073;197.203,369083
Mujeres;2 años;2072;195.860,423686
Mujeres;2 años;2071;194.433,721622
Mujeres;2 años;2070;192.942,160057
Mujeres;2 años;2069;191.409,842959
Mujeres;2 años;2068;189.863,582501
Mujeres;2 años;2067;188.337,857467
Mujeres;2 años;2066;186.873,463135
Mujeres;2 años;2065;185.516,709824
Mujeres;2 años;2064;184.318,558474
Mujeres;2 años;2063;183.334,027619
Mujeres;2 años;2062;182.621,334061
